List;Description;Title;Hex;Data;Save;Version;Developer;Info;Likes;URL;Source;Start;End;Hash
0;Bootloader;arduboy-fx-loader.png;;;;;;./Cart_GetList.php?listId=4&filename=full;;;;;;
1;Maintenance;8BitCadeXL/category-screens/Maintenance.png;;;;;;;;;;;;;
1;Battery Test;8BitCadeXL/Maintenance/Battery Test.png;8BitCadeXL/Maintenance/Battery Test.hex;;;1.0;Jack Daly;Test the battery on your 8BitCadeXL;;;;;;;
15;Space Invaders;8BitCadeXL/Shooter/Space Invaders.png;8BitCadeXL/Shooter/Space Invaders.hex;;;1.0;Rednuht;A remake of the classic Space Invaders.;;https://community.arduboy.com/t/sega-homebrew/4528;https://jumpstation.co.uk/si/si.html;na;na;na;
15;Space Quarth;8BitCadeXL/Shooter/Space Quarth.png;8BitCadeXL/Shooter/Space Quarth.hex;;;1.0;Schuemi;A space shoot 'em up.;;https://community.arduboy.com/t/game-space-quarth/4635;https://github.com/Schuemi/SpaceQuarth;16;536;0;
15;Space Tanks;8BitCadeXL/Shooter/Space Tanks.png;8BitCadeXL/Shooter/Space Tanks.hex;;;;;;;;;;;;
15;Space Wads;8BitCadeXL/Shooter/Space Wads.png;8BitCadeXL/Shooter/Space Wads.hex;;;;;;;;;;;;
15;Space Knife;8BitCadeXL/Shooter/SpaceKnife.png;8BitCadeXL/Shooter/SpaceKnife.hex;;;1.0;streetalchemist;A Gradius type of side-scroller shmup.;;https://community.arduboy.com/t/space-knife-first-arduboy-game-by-streetalchemist/1821;https://github.com/streetalchemist/SpaceKnife;na;na;na;
15;Stardeath;8BitCadeXL/Shooter/Stardeath.png;8BitCadeXL/Shooter/Stardeath.hex;;;;;;;;;;;;
15;Sunfire;8BitCadeXL/Shooter/Sunfire.png;8BitCadeXL/Shooter/Sunfire.hex;;;;;;;;;;;;
15;Tank Force One;8BitCadeXL/Shooter/Tank Force One.png;8BitCadeXL/Shooter/Tank Force One.hex;;;;;;;;;;;;
15;Teeny Tank;8BitCadeXL/Shooter/TeenyTank.png;8BitCadeXL/Shooter/TeenyTank.hex;;;;;;;;;;;;
15;The Horde;8BitCadeXL/Shooter/TheHorde.png;8BitCadeXL/Shooter/TheHorde.hex;;;;;;;;;;;;
15;Tiny Missile;8BitCadeXL/Shooter/Tiny Missile.png;8BitCadeXL/Shooter/Tiny Missile.hex;;;1.0;Daniel C (Electro L.I.B);Shoot the incoming missiles before they kill you.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1Da5w47KvJMFUSYsSgbze0v4en91T4mog;na;na;na;
15;Tiny Plaque;8BitCadeXL/Shooter/Tiny Plaque.png;8BitCadeXL/Shooter/Tiny Plaque.hex;;;1.0;ElectroLIB;Protect your host's teeth from plaque in this little shmup.;;https://sites.google.com/view/arduino-collection/arduboy2_license;https://drive.google.com/uc?export=download&id=1GQSsQF4D2L8sXf5ZMATlizDYa3G2Zm7v;na;na;na;
15;Trench Run;8BitCadeXL/Shooter/TrenchRun.png;8BitCadeXL/Shooter/TrenchRun.hex;;;1.0;Lucas Salton Cardinali;Inspired by the Star Wars Battle Pod Arcade Game. It depicts the rebels assault on the Doom Sphere, the Empire enormous space station and you, as a Rebel pilot, have to destroy the Imperial Fighters until you get a chance to shoot into the Exhaustion Port and destroy it.;;https://community.arduboy.com/t/space-battle-trench-run/8075;https://github.com/lscardinali/TrenchRun-Arduboy;na;na;na;
15;Witch Game;8BitCadeXL/Shooter/Witch Game.png;8BitCadeXL/Shooter/Witch Game.hex;;;;;;;;;;;;
15;Battle For Zuthsrah;8BitCadeXL/Shooter/Zuthsrah.png;8BitCadeXL/Shooter/Zuthsrah.hex;;;1.0;Mre64;A space shoot 'em up!;;https://community.arduboy.com/t/battle-for-zuthsrah/713;https://github.com/Mre64/BattleForZuthsrah;na;na;na;
16;Sport;8BitCadeXL/category-screens/Sport.png;;;;;;;;;;;;;
16;18-Hole Mini Golf;8BitCadeXL/Sport/ardugolf.png;8BitCadeXL/Sport/ardugolf.hex;;;1.0;brow1067;18-hole Mini Golf game with stunning vector graphics!;;https://community.arduboy.com/t/ardugolf-18-hole-mini-golf/10462;https://github.com/tiberiusbrown/arduboy_minigolf;;;;
16;ArduSki;8BitCadeXL/Sport/ArduSki.png;8BitCadeXL/Sport/ArduSki.hex;;;;;;;;;;;;
16;ArduTurf;8BitCadeXL/Sport/ArduTurf.png;8BitCadeXL/Sport/ArduTurf.hex;;;;;;;;;;;;
16;Custom Pong;8BitCadeXL/Sport/Custom Pong.png;8BitCadeXL/Sport/Custom Pong.hex;;;;;;;;;;;;
16;Skate Ard Die;8BitCadeXL/Sport/Skateanddie.png;8BitCadeXL/Sport/Skateanddie.hex;;;1.0;pixelplatforms;Skateboarding on the Arduboy.;;https://community.arduboy.com/t/skatearddie-awesome/1918;https://github.com/gdmcvittie/SkateArdDie;;;;
16;Tiny Trick Hockey;8BitCadeXL/Sport/TinyTrickHockey.png;8BitCadeXL/Sport/TinyTrickHockey.hex;;;1.0;ElectroLIB;Icehockey for the Arduboy.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1SIyvId4Zpjeoa8V1aK4lMMnLFy-6uhZq;;;;
16;Volley Ball;8BitCadeXL/Sport/VolleyBall.png;8BitCadeXL/Sport/VolleyBall.hex;;;;;;;;;;;;
16;Golf Companion;8BitCadeXL/Sport/GolfCompanion.png;8BitCadeXL/Sport/GolfCompanion.hex;;;1.0;Vampirics;The Golf Companion for the Arduboy. Keep scores for up to 4 players.;;https://community.arduboy.com/t/golf-companion-for-arduboy/5787;https://github.com/Press-Play-On-Tape/GolfCompanion/releases;116;249;0;
